ucid,oem,model,vid,ic,sid,dvn,pu,pn,km,myear,city,loc,ceid,regplace,owner,cc,bt,insurance,utype,active,did,ip,inp,ft,transmission,reason,p_numeric,pi,vlink,views,ud,it,webp_image,ftc
2942048,Maruti,Maruti Alto 800 2016-2019,Maruti Alto 800 2016-2019 LXI,10,5D6C68D0951BF1E0A06192A4CFC43E8C,Maruti Alto 800 LXI,3.29 Lakh,3.65-4.76 Lakh,"18,404",2018,Hyderabad,Nanakramguda,0,Hyderabad (reg),1,796,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,329000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331610036975_1610037011.jpg,/used-car-details/used-Maruti-Alto-800-2016-2019-LXI-cars-Hyderabad_5D6C68D0951BF1E0A06192A4CFC43E8C.htm,6,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_file_1__147331610036975_1610037011.webp,0
2929407,Maruti,Maruti Alto 800 2016-2019,Maruti Alto 800 2016-2019 LXI,10,6D0E7CD22A04D2A84033B4A8397CEC69,Maruti Alto 800 LXI,2.92 Lakh,3.65-4.76 Lakh,"32,315",2017,Hyderabad,Nanakramguda,0,Ranga reddy (reg),1,796,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,292000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331609151013_1609151032.jpg,/used-car-details/used-Maruti-Alto-800-2016-2019-LXI-cars-Hyderabad_6D0E7CD22A04D2A84033B4A8397CEC69.htm,235,Jan 04,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_file_1__147331609151013_1609151032.webp,0
2933206,Mahindra,Mahindra Scorpio 2002-2013,Mahindra Scorpio 2002-2013 2.6 CRDe,10,144F8A5AA1E26460C193B2D80BDFA115,Mahindra Scorpio 2.6 CRDe,3.1 Lakh,15.75-20.36 Lakh,"75,823",2007,Hyderabad,Musheerabad DSO,0,Secunderabad (reg),1,2179,SUV,No Insurance,Dealer,0,185946,0,0,Diesel,Manual,,310000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2145631_1609419722.jpg,/used-car-details/used-Mahindra-Scorpio-2002-2013-2.6-CRDe-cars-Hyderabad_144F8A5AA1E26460C193B2D80BDFA115.htm,191,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2145631_1609419722.webp,0
2939231,Tata,Tata Indica,Tata Indica DLS,8,917BA0AA96BD7E2B914CAEDCF51B8D49,Tata Indica DLS,"95,000",,"81,000",2007,Hyderabad,Hyderabad,0,Ranga reddy (reg),1,1405,Hatchback,No Insurance,Dealer,0,204876,0,0,Diesel,Manual,,95000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2149571_1609847354.jpg,/used-car-details/used-Tata-Indica-DLS-cars-Hyderabad_917BA0AA96BD7E2B914CAEDCF51B8D49.htm,150,Jan 05,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2149571_1609847354.webp,0
2941049,Hyundai,Hyundai Elite i20 2014-2015,Hyundai Elite i20 2014-2015 Sportz 1.2,25,9F4499262A6422309D35C957A56039FB,Hyundai i20 Sportz 1.2,4.95 Lakh,8.05-13.52 Lakh,"37,000",2014,Hyderabad,Vidyanagar,0,Hyderabad (reg),1,1197,Hatchback,Comprehensive,Dealer,0,195118,0,0,Petrol,Manual,,495000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_1_edited_70641609997753_1609997808.jpg,/used-car-details/used-Hyundai-Elite-i20-2014-2015-Sportz-1.2-cars-Hyderabad_9F4499262A6422309D35C957A56039FB.htm,98,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_1_edited_70641609997753_1609997808.webp,0
2941931,Maruti,Maruti Wagon R,Maruti Wagon R VXI AMT Opt 1.2BSIV,18,380D9C84069AC89F20FB21A2D8F56531,Maruti Wagon R VXI AMT Opt 1.2BSIV,4.75 Lakh,5.39-7.12 Lakh,"18,200",2018,Hyderabad,Hussainialam,0,Hyderabad (reg),1,1197,Hatchback,Comprehensive,Dealer,0,219429,0,0,Petrol,Automatic,,475000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2151669_1610027864.jpg,/used-car-details/used-Maruti-Wagon-R-VXI-AMT-Opt-1.2BSIV-cars-Hyderabad_380D9C84069AC89F20FB21A2D8F56531.htm,60,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2151669_1610027864.webp,0
2932328,Tata,Tata Aria 2010-2013,Tata Aria 2010-2013 Prestige Leather,22,44C1B23EA9662465F4B0A94F9C73A568,Tata Aria Prestige Leather,4.65 Lakh,,"94,000",2011,Hyderabad,Chandanagar,0,Ranga reddy (reg),1,2197,MUV,No Insurance,Dealer,0,184949,0,0,Diesel,Manual,Not Informed,465000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2144792_1609349008.jpg,/used-car-details/used-Tata-Aria-2010-2013-Prestige-Leather-cars-Hyderabad_44C1B23EA9662465F4B0A94F9C73A568.htm,223,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2144792_1609349008.webp,0
2937377,Renault,Renault KWID 2015-2019,Renault KWID 2015-2019 AMT,10,C97A4386D32103502DC676611685900A,Renault KWID AMT,4.08 Lakh,3.99-6.47 Lakh,"12,798",2017,Hyderabad,Nanakramguda,0,Hyderabad (reg),1,999,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Automatic,,408000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_147331609756242_1609756262.jpg,/used-car-details/used-Renault-KWID-2015-2019-AMT-cars-Hyderabad_C97A4386D32103502DC676611685900A.htm,284,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_file_147331609756242_1609756262.webp,0
2941181,Hyundai,Hyundai Grand i10 2013-2016,Hyundai Grand i10 2013-2016 Sportz,12,13B81DB61CAB7401E960A5CBD356EA54,Hyundai Grand i10 Sportz,4.8 Lakh,7.19-7.56 Lakh,"30,000",2016,Hyderabad,LB Nagar,0,Hyderabad (reg),1,1197,Hatchback,No Insurance,Dealer,0,186539,0,0,Petrol,Manual,,480000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2150952_1610002893.jpg,/used-car-details/used-Hyundai-Grand-i10-2013-2016-Sportz-cars-Hyderabad_13B81DB61CAB7401E960A5CBD356EA54.htm,58,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2150952_1610002893.webp,0
2916117,Ford,Ford Ecosport 2013-2015,Ford Ecosport 2013-2015 1.5 DV5 MT Titanium,21,8F890D945E449EF3509DE65C741A1CBC,Ford Ecosport 1.5 DV5 MT Titanium,4.85 Lakh,10.16-13.72 Lakh,"70,222",2013,Hyderabad,Hyderabad,0,Anantapur (reg),1,1498,Sport Utilities,No Insurance,Dealer,0,207017,0,0,Diesel,Manual,,485000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2133831_1608279834.jpg,/used-car-details/used-Ford-Ecosport-2013-2015-1.5-DV5-MT-Titanium-cars-Hyderabad_8F890D945E449EF3509DE65C741A1CBC.htm,2540,Dec 18,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2133831_1608279834.webp,0
2942137,Hyundai,Hyundai Grand i10 2013-2016,Hyundai Grand i10 2013-2016 Asta,10,165135F4643F2E5FADCA90EED0F5523C,Hyundai Grand i10 Asta,5.6 Lakh,7.19-7.56 Lakh,"21,986",2016,Hyderabad,Nanakramguda,0,Ranga reddy (reg),1,1197,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,560000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331610042295_1610042339.jpg,/used-car-details/used-Hyundai-Grand-i10-2013-2016-Asta-cars-Hyderabad_165135F4643F2E5FADCA90EED0F5523C.htm,2,Jan 08,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_file_1__147331610042295_1610042339.webp,0
2919616,Hyundai,Hyundai Grand i10,Hyundai Grand i10 1.2 Kappa Sportz BSIV,10,6C92BBF9C41684973D0F6EB30EEF800A,Hyundai Grand i10 1.2 Kappa Sportz BSIV,5.79 Lakh,7.19-7.56 Lakh,"9,095",2018,Hyderabad,Nanakramguda,0,Ranga reddy (reg),1,1197,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,579000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331608464208_1608464355.jpg,/used-car-details/used-Hyundai-Grand-i10-1.2-Kappa-Sportz-BSIV-cars-Hyderabad_6C92BBF9C41684973D0F6EB30EEF800A.htm,548,Dec 20,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_file_1__147331608464208_1608464355.webp,0
2932673,Maruti,Maruti Dzire 2017-2020,Maruti Dzire 2017-2020 VDI,15,465493D2BFBD584164B3B54E7DC89E43,Maruti Swift Dzire VDI,5.75 Lakh,,"44,842",2015,Hyderabad,Nehrunagar,0,Hyderabad (reg),1,1248,Sedans,No Insurance,Dealer,0,187300,0,0,Diesel,Manual,,575000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_01_2161609398022_1609398032.jpeg,/used-car-details/used-Maruti-Dzire-2017-2020-VDI-cars-Hyderabad_465493D2BFBD584164B3B54E7DC89E43.htm,290,Jan 02,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_01_2161609398022_1609398032.webp,0
2941075,Ford,Ford Figo 2015-2019,Ford Figo 2015-2019 1.2P Titanium MT,24,176968D620A0377BA94B0961DA8C132C,Ford Figo 1.2P Titanium MT,5.67 Lakh,6.70-8.51 Lakh,"19,300",2017,Hyderabad,Vidyanagar,0,Karimnagar (reg),1,1196,Hatchback,Third Party,Dealer,0,195118,0,0,Petrol,Manual,,567000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_1_70641609998839_1609998869.jpg,/used-car-details/used-Ford-Figo-2015-2019-1.2P-Titanium-MT-cars-Hyderabad_176968D620A0377BA94B0961DA8C132C.htm,40,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_1_70641609998839_1609998869.webp,0
2936940,Maruti,Maruti Alto 800 2016-2019,Maruti Alto 800 2016-2019 LXI,10,50FB579DDAD15D1E14D71E10168ED8BE,Maruti Alto 800 LXI,3.36 Lakh,3.65-4.76 Lakh,"7,204",2018,Hyderabad,Nanakramguda,0,Ranga reddy (reg),1,796,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,336000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331609742530_1609742540.jpg,/used-car-details/used-Maruti-Alto-800-2016-2019-LXI-cars-Hyderabad_50FB579DDAD15D1E14D71E10168ED8BE.htm,105,Jan 04,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_file_1__147331609742530_1609742540.webp,0
2942048,Maruti,Maruti Alto 800 2016-2019,Maruti Alto 800 2016-2019 LXI,10,5D6C68D0951BF1E0A06192A4CFC43E8C,Maruti Alto 800 LXI,3.29 Lakh,3.65-4.76 Lakh,"18,404",2018,Hyderabad,Nanakramguda,0,Hyderabad (reg),1,796,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,329000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331610036975_1610037011.jpg,/used-car-details/used-Maruti-Alto-800-2016-2019-LXI-cars-Hyderabad_5D6C68D0951BF1E0A06192A4CFC43E8C.htm,6,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_file_1__147331610036975_1610037011.webp,0
2929407,Maruti,Maruti Alto 800 2016-2019,Maruti Alto 800 2016-2019 LXI,10,6D0E7CD22A04D2A84033B4A8397CEC69,Maruti Alto 800 LXI,2.92 Lakh,3.65-4.76 Lakh,"32,315",2017,Hyderabad,Nanakramguda,0,Ranga reddy (reg),1,796,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,292000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331609151013_1609151032.jpg,/used-car-details/used-Maruti-Alto-800-2016-2019-LXI-cars-Hyderabad_6D0E7CD22A04D2A84033B4A8397CEC69.htm,235,Jan 04,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_file_1__147331609151013_1609151032.webp,0
2933206,Mahindra,Mahindra Scorpio 2002-2013,Mahindra Scorpio 2002-2013 2.6 CRDe,10,144F8A5AA1E26460C193B2D80BDFA115,Mahindra Scorpio 2.6 CRDe,3.1 Lakh,15.75-20.36 Lakh,"75,823",2007,Hyderabad,Musheerabad DSO,0,Secunderabad (reg),1,2179,Sport Utilities,No Insurance,Dealer,0,185946,0,0,Diesel,Manual,,310000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2145631_1609419722.jpg,/used-car-details/used-Mahindra-Scorpio-2002-2013-2.6-CRDe-cars-Hyderabad_144F8A5AA1E26460C193B2D80BDFA115.htm,191,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2145631_1609419722.webp,0
2933083,Maruti,Maruti Ritz,Maruti Ritz VDI (ABS) BS IV,12,80EF4B4E9130476EFBA34E09735D35FE,Maruti Ritz VDI (ABS) BS IV,3.5 Lakh,,"92,171",2012,Hyderabad,Musheerabad DSO,0,Ranga reddy (reg),1,1248,Hatchback,No Insurance,Dealer,0,185946,0,0,Diesel,Manual,,350000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2145505_1609414872.jpg,/used-car-details/used-Maruti-Ritz-VDI-(ABS)-BS-IV-cars-Hyderabad_80EF4B4E9130476EFBA34E09735D35FE.htm,113,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2145505_1609414872.webp,0
2937535,Maruti,Maruti Alto 800 2016-2019,Maruti Alto 800 2016-2019 LXI,10,1FF17084C0B8A92F05A416D262BCF7E7,Maruti Alto 800 LXI,3.11 Lakh,3.65-4.76 Lakh,"21,444",2017,Hyderabad,Nanakramguda,0,Ranga reddy (reg),1,796,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,311000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331609761420_1609761448.jpg,/used-car-details/used-Maruti-Alto-800-2016-2019-LXI-cars-Hyderabad_1FF17084C0B8A92F05A416D262BCF7E7.htm,34,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_file_1__147331609761420_1609761448.webp,0
2937431,Maruti,Maruti Alto K10,Maruti Alto K10 VXI,10,0D76E1AD61DCCC9ADFE32C4723BE66B4,Maruti Alto K10 VXI,3.1 Lakh,,"37,528",2015,Hyderabad,Nanakramguda,0,Ranga reddy (reg),1,998,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,310000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331609758619_1609758723.jpg,/used-car-details/used-Maruti-Alto-K10-VXI-cars-Hyderabad_0D76E1AD61DCCC9ADFE32C4723BE66B4.htm,37,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_file_1__147331609758619_1609758723.webp,0
2932311,Maruti,Maruti Omni,Maruti Omni E MPI STD BSIV,25,2B3A0DDDAD2726787C2E4C30283CB6D2,Maruti Omni E MPI STD BS IV,2.75 Lakh,,"47,000",2016,Hyderabad,Chandanagar,0,Medak District (reg),1,796,Minivans,No Insurance,Dealer,0,184949,0,1,Petrol,Manual,Not Informed,275000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2144787_1609348084.jpg,/used-car-details/used-Maruti-Omni-E-MPI-STD-BSIV-cars-Hyderabad_2B3A0DDDAD2726787C2E4C30283CB6D2.htm,94,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2144787_1609348084.webp,0
2930288,Maruti,Maruti Alto 800 2012-2016,Maruti Alto 800 2012-2016 LXI,10,7A255808D2CC4A6C1D59108442E99BA2,Maruti Alto 800 LXI,3 Lakh,3.65-4.76 Lakh,"35,236",2015,Hyderabad,Gandhi Bhawan,0,Medak District (reg),1,796,Hatchback,No Insurance,Dealer,0,186889,0,0,Petrol,Manual,,300000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2143285_1609226623.jpg,/used-car-details/used-Maruti-Alto-800-2012-2016-LXI-cars-Hyderabad_7A255808D2CC4A6C1D59108442E99BA2.htm,93,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2143285_1609226623.webp,0
2937717,Maruti,Maruti Alto 800 2016-2019,Maruti Alto 800 2016-2019 LXI,10,AE9A9048D915645C7DB290985845F46F,Maruti Alto 800 LXI,2.89 Lakh,3.65-4.76 Lakh,"47,570",2017,Hyderabad,Nanakramguda,0,Ranga reddy (reg),2,796,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,Not Informed,289000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__2148636_1609768136.jpg,/used-car-details/used-Maruti-Alto-800-2016-2019-LXI-cars-Hyderabad_AE9A9048D915645C7DB290985845F46F.htm,43,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_file_1__2148636_1609768136.webp,0
2941429,Ford,Ecosport 2015-2021,Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,10,BD01C64CC0EFA77FFB801286AB43F9AA,Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,6.5 Lakh,10.16-13.72 Lakh,"49,199",2015,Hyderabad,Gandhi Bhawan,0,Hyderabad (reg),1,1498,SUV,No Insurance,Dealer,0,186889,0,0,Diesel,Manual,,650000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2151165_1610020556.jpg,/used-car-details/used-Ford-Ecosport-2015-2021-1.5-TDCi-Titanium-BSIV-cars-Hyderabad_BD01C64CC0EFA77FFB801286AB43F9AA.htm,64,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2151165_1610020556.webp,0
2941759,Maruti,Maruti Ciaz,Maruti Ciaz 1.3 Alpha,11,949A7EC3B44E895E2A39B0D40CBA1058,Maruti Ciaz 1.3 Alpha,9.25 Lakh,,"28,500",2018,Hyderabad,Madhapur,0,Ranga reddy (reg),1,1248,Sedans,No Insurance,Dealer,0,199054,0,0,Diesel,Manual,,925000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2151521_1610020747.jpg,/used-car-details/used-Maruti-Ciaz-1.3-Alpha-cars-Hyderabad_949A7EC3B44E895E2A39B0D40CBA1058.htm,18,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2151521_1610020747.webp,0
2937421,BMW,BMW 7 Series 2007-2012,BMW 7 Series 740Li Sedan,31,00B399DB1725EDF705A0AAC589ACF390,BMW 7 Series 740Li Sedan,9.25 Lakh,1.65Cr-2.92 Cr,"99,900",2006,Hyderabad,Vidyanagar,0,Hyderabad (reg),1,2979,luxury,No Insurance,Dealer,0,195118,0,0,Petrol,Automatic,,925000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_1_edited_70641609757295_1609757313.jpg,/used-car-details/used-BMW-7-Series-740Li-Sedan-cars-Hyderabad_00B399DB1725EDF705A0AAC589ACF390.htm,471,Jan 05,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_1_edited_70641609757295_1609757313.webp,0
0,Honda,Honda City 2011-2013,Honda City 2011-2013 E,54,C02AD5F5EE50B7B3E56779A942679580,Honda City E,5.75 Lakh,13.50-17.82 Lakh,"60,000",2012,Bangalore,Bangalore Bazaar,0,Bangalore (reg),2,1497,Sedans,No Insurance,Dealer,0,192958,0,0,Petrol,Manual,,575000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2131787_1608034188.jpg,/used-car-details/used-Honda-City-2011-2013-E-cars-Bangalore_C02AD5F5EE50B7B3E56779A942679580.htm,2234,Dec 15,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2131787_1608034188.webp,0
2939112,Maruti,Maruti Wagon R 1999-2006,Maruti Wagon R 1999-2006 LX BSII,13,FE1F1DF552AC12CD5CE0DA431359ED6C,Maruti Wagon R LX BSII,1.75 Lakh,5.39-7.12 Lakh,"65,000",2006,Hyderabad,LB Nagar,0,Hyderabad (reg),1,998,Hatchback,No Insurance,Dealer,0,209667,0,0,Petrol,Manual,,175000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2149465_1609844152.jpg,/used-car-details/used-Maruti-Wagon-R-1999-2006-LX-BSII-cars-Hyderabad_FE1F1DF552AC12CD5CE0DA431359ED6C.htm,129,Jan 05,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2149465_1609844152.webp,0
2913809,Ford,Ford Ikon,Ford Ikon 1.6 Nxt,12,65162A8F39762E69318C7BEEFF2190EB,Ford Ikon 1.6 Nxt,1.65 Lakh,,"9,000",2005,Hyderabad,Hyderabad,0,Ranga reddy (reg),1,1597,Sedans,Third Party,Dealer,0,203507,0,0,Petrol,Manual,Not Informed,165000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2132219_1608103205.jpg,/used-car-details/used-Ford-Ikon-1.6-Nxt-cars-Hyderabad_65162A8F39762E69318C7BEEFF2190EB.htm,252,Jan 04,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2132219_1608103205.webp,0
2933665,Maruti,Maruti A-Star,Maruti A-Star Lxi,10,61332F3AE47205AEC80DC698DD567792,Maruti A Star Lxi,2.2 Lakh,,"68,287",2010,Hyderabad,Gandhi Bhawan,0,Secunderabad (reg),1,998,Hatchback,No Insurance,Dealer,0,186889,0,0,Petrol,Manual,,220000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2145951_1609486507.jpg,/used-car-details/used-Maruti-A-Star-Lxi-cars-Hyderabad_61332F3AE47205AEC80DC698DD567792.htm,60,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2145951_1609486507.webp,0
2934808,Maruti,Maruti Wagon R,Maruti Wagon R VXI,10,F5DEDC801E47A1F60891889056359B9A,Maruti Wagon R VXI,4.5 Lakh,5.39-7.12 Lakh,"8,699",2017,Hyderabad,Nanakramguda,0,Ranga reddy (reg),1,998,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,450000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331609575185_1609575328.jpg,/used-car-details/used-Maruti-Wagon-R-VXI-cars-Hyderabad_F5DEDC801E47A1F60891889056359B9A.htm,171,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_file_1__147331609575185_1609575328.webp,0
2936940,Maruti,Maruti Alto 800 2016-2019,Maruti Alto 800 2016-2019 LXI,10,50FB579DDAD15D1E14D71E10168ED8BE,Maruti Alto 800 LXI,3.36 Lakh,3.65-4.76 Lakh,"7,204",2018,Hyderabad,Nanakramguda,0,Ranga reddy (reg),1,796,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,336000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331609742530_1609742540.jpg,/used-car-details/used-Maruti-Alto-800-2016-2019-LXI-cars-Hyderabad_50FB579DDAD15D1E14D71E10168ED8BE.htm,105,Jan 04,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_file_1__147331609742530_1609742540.webp,0
2937414,Maruti,Maruti Celerio 2014-2017,Maruti Celerio 2014-2017 ZXI,10,55A97377A05CF2742C2C22E278A51F41,Maruti Celerio ZXI,3.82 Lakh,5.22-6.63 Lakh,"64,900",2016,Hyderabad,Nanakramguda,0,Ranga reddy (reg),1,998,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,382000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331609757709_1609757721.jpg,/used-car-details/used-Maruti-Celerio-2014-2017-ZXI-cars-Hyderabad_55A97377A05CF2742C2C22E278A51F41.htm,55,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_file_1__147331609757709_1609757721.webp,0
2929407,Maruti,Maruti Alto 800 2016-2019,Maruti Alto 800 2016-2019 LXI,10,6D0E7CD22A04D2A84033B4A8397CEC69,Maruti Alto 800 LXI,2.92 Lakh,3.65-4.76 Lakh,"32,315",2017,Hyderabad,Nanakramguda,0,Ranga reddy (reg),1,796,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,292000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331609151013_1609151032.jpg,/used-car-details/used-Maruti-Alto-800-2016-2019-LXI-cars-Hyderabad_6D0E7CD22A04D2A84033B4A8397CEC69.htm,235,Jan 04,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_file_1__147331609151013_1609151032.webp,0
2931155,Maruti,Maruti Alto K10,Maruti Alto K10 VXI AGS Optional,10,A8CE9E46ED77898B634EB8C37A599BD9,Maruti Alto K10 VXI AGS Optional,3.69 Lakh,,"35,668",2017,Hyderabad,Nanakramguda,0,Hyderabad (reg),1,998,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Automatic,,369000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331609264565_1609264599.jpg,/used-car-details/used-Maruti-Alto-K10-VXI-AGS-Optional-cars-Hyderabad_A8CE9E46ED77898B634EB8C37A599BD9.htm,145,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_file_1__147331609264565_1609264599.webp,0
2933206,Mahindra,Mahindra Scorpio 2002-2013,Mahindra Scorpio 2002-2013 2.6 CRDe,10,144F8A5AA1E26460C193B2D80BDFA115,Mahindra Scorpio 2.6 CRDe,3.1 Lakh,15.75-20.36 Lakh,"75,823",2007,Hyderabad,Musheerabad DSO,0,Secunderabad (reg),1,2179,Sport Utilities,No Insurance,Dealer,0,185946,0,0,Diesel,Manual,,310000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2145631_1609419722.jpg,/used-car-details/used-Mahindra-Scorpio-2002-2013-2.6-CRDe-cars-Hyderabad_144F8A5AA1E26460C193B2D80BDFA115.htm,191,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2145631_1609419722.webp,0
2933083,Maruti,Maruti Ritz,Maruti Ritz VDI (ABS) BS IV,12,80EF4B4E9130476EFBA34E09735D35FE,Maruti Ritz VDI (ABS) BS IV,3.5 Lakh,,"92,171",2012,Hyderabad,Musheerabad DSO,0,Ranga reddy (reg),1,1248,Hatchback,No Insurance,Dealer,0,185946,0,0,Diesel,Manual,,350000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2145505_1609414872.jpg,/used-car-details/used-Maruti-Ritz-VDI-(ABS)-BS-IV-cars-Hyderabad_80EF4B4E9130476EFBA34E09735D35FE.htm,113,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2145505_1609414872.webp,0
